variableMetadata	chromato	name	chebi_id	annot_level	annot_confidence	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	hmdb_id	pubchem_id	formula	monoisotopic_mass	inchikey	inchi	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M112.0069T0.66	c18hypersil															M112T1	112.0068979	39.51921012	[31][M+2]+		10	6	@M110.0094T0.66|+34S|+41K|+37Cl|@M111.0101T0.66|+15N|@M130.0175T0.66|-(H2O)|@M153.0335T0.66|-(CH3CN)|-(C2H3N)|@M154.0368T0.66|-(C2H4N.)
M128.02T0.66	c18hypersil															M128T1.33	128.019978	39.55727394	[60][M]+	[M+Na+NH3]+ 88.0028	10	6	@M95.0444T0.65|+(HS.)|@M110.0094T0.66|+(H2O)|@M129.0207T0.66|-13C|-15N|@M130.0175T0.66|-34S|-41K|-37Cl|@M156.0148T0.66|-(CO)|@M225.9873T0.66|-(H2SO4)
M129.0207T0.66	c18hypersil															M129T1.30	129.0207343	39.53802255	[60][M+1]+		10	6	@M111.0101T0.66|+(H2O)|@M128.02T0.66|+13C|+15N|@M130.0175T0.66|-15N
M151.036T0.66	c18hypersil															M151T1.1	151.0359955	39.51807667	[98][M]+		10	6	@M110.0094T0.66|+(CH3CN)|+(C2H3N)|@M152.0369T0.66|-13C|-15N|@M153.0335T0.66|-34S|-41K|-37Cl|@M154.0368T0.66|-13C-37Cl|-13C-34S
M152.0369T0.66	c18hypersil															M152T1.3	152.0369057	39.52203231	[98][M+1]+		10	6	@M111.0101T0.66|+(CH3CN)|+(C2H3N)|@M151.036T0.66|+13C|+15N|@M153.0335T0.66|-15N|@M154.0368T0.66|-18O|-34S|-41K|-37Cl
M153.0335T0.66	c18hypersil															M153T1.2	153.0335086	39.51807667	[98][M+2]+		10	6	@M111.0101T0.66|+(CH2N2)|@M112.0069T0.66|+(CH3CN)|+(C2H3N)|@M151.036T0.66|+34S|+41K|+37Cl|@M152.0369T0.66|+15N|@M154.0368T0.66|-13C
M154.0368T0.66	c18hypersil															M154T1.2	154.0368246	39.52542572	[98][M+3]+		10	6	@M110.0094T0.66|+(C2H4O)|@M112.0069T0.66|+(C2H4N.)|@M151.036T0.66|+13C+37Cl|+13C+34S|@M152.0369T0.66|+18O|+34S|+41K|+37Cl|@M153.0335T0.66|+13C
M156.0148T0.66	c18hypersil															M156T1.1	156.0148236	39.50988593	[101][M]+	[M+Na+HCOOH]+ 87.0249	10	6	@M128.02T0.66|+(CO)
M200.9739T0.66	c18hypersil															M201T1.1	200.9739337	39.5874339			490	6	@M218.9846T0.66|-(H2O)|@M242.0007T0.66|-(CH3CN)|-(C2H3N)
M218.9846T0.66	c18hypersil															M219T1	218.9845821	39.66240087			494	6	@M200.9739T0.66|+(H2O)|@M224.9906T0.66|-Li|@M266.0172T0.66|-(CH5NO)
M223.99T0.66	c18hypersil															M224T1	223.9899962	39.60998739	[253][M]+	[M+Na]+ 201.002	10	6	@M224.9906T0.66|-13C|-15N|@M225.9873T0.66|-34S|-41K|-37Cl|@M242.0007T0.66|-(H2O)|@M265.0168T0.66|-(CH3CN)|-(C2H3N)
M224.9906T0.66	c18hypersil															M225T1.1	224.9905814	39.60872264	[253][M+1]+		495	6	@M218.9846T0.66|+Li|@M223.99T0.66|+13C|+15N|@M225.9873T0.66|-15N|@M243.0012T0.66|-(H2O)|@M266.0172T0.66|-(CH3CN)|-(C2H3N)|@M267.0143T0.66|-(CH2N2)
M225.9873T0.66	c18hypersil															M226T1	225.9873099	39.55613997	[253][M+2]+		496	6	@M128.02T0.66|+(H2SO4)|@M223.99T0.66|+34S|+41K|+37Cl|@M224.9906T0.66|+15N|@M243.9982T0.66|-(H2O)|@M267.0143T0.66|-(CH3CN)|-(C2H3N)
M242.0007T0.66	c18hypersil															M242T1	242.0006912	39.83227963	[306][M]+	[M+Na]+ 219.006	10	6	@M200.9739T0.66|+(CH3CN)|+(C2H3N)|@M223.99T0.66|+(H2O)|@M243.0012T0.66|-13C|-15N|@M243.9982T0.66|-34S|-41K|-37Cl
M243.0012T0.66	c18hypersil															M243T1.1	243.0012349	39.82614113	[306][M+1]+		497	6	@M224.9906T0.66|+(H2O)|@M242.0007T0.66|+13C|+15N|@M243.9982T0.66|-15N
M243.9982T0.66	c18hypersil															M244T1	243.9982376	39.71988172	[306][M+2]+		10	6	@M225.9873T0.66|+(H2O)|@M242.0007T0.66|+34S|+41K|+37Cl|@M243.0012T0.66|+15N
M265.0168T0.66	c18hypersil															M265T1.4	265.0168177	39.68251235	[369][M]+	[3M+H]+ 88.0028	10	6	@M223.99T0.66|+(CH3CN)|+(C2H3N)|@M266.0172T0.66|-13C|-15N|@M267.0143T0.66|-34S|-41K|-37Cl
M266.0172T0.66	c18hypersil															M266T1.2	266.0172051	39.65700925	[369][M+1]+		10	6	@M218.9846T0.66|+(CH5NO)|@M224.9906T0.66|+(CH3CN)|+(C2H3N)|@M265.0168T0.66|+13C|+15N|@M267.0143T0.66|-15N
M267.0143T0.66	c18hypersil															M267T1.2	267.0143149	39.61459166	[369][M+2]+		10	6	@M224.9906T0.66|+(CH2N2)|@M225.9873T0.66|+(CH3CN)|+(C2H3N)|@M265.0168T0.66|+34S|+41K|+37Cl|@M266.0172T0.66|+15N
M97.0291T0.85	c18hypersil															M97T1.1	97.02906553	50.95854191			4	7	@M127.0396T0.85|-(CH2O)
M145.0502T0.85	c18hypersil															M145T1.2	145.0502303	51.06544574	[85][M]+		4	7	@M127.0396T0.85|+(H2O)|@M163.0608T0.85|-(H2O)
M164.0642T0.85	c18hypersil															M164T1.3	164.0641649	51.24579227	[118][M+1]+		4	7	@M163.0608T0.85|+13C
M101.0604T2.25	c18hypersil															M101T2	101.0604362	135.2097412			75	8	@M119T2_3.Hydroxypentanoic.acid..|-(H2O)
M102.092T1.67	c18hypersil															M102T2.1	102.0919757	100.0976223	[24][M]+		45	9	@M103.0953T1.67|-13C
M120.1026T0.76	c18hypersil															M120T1.3	120.1026138	45.83017626	[49][M]+	[M+H-C2H4]+ 147.121	4	10	@M102.092T0.76|+(H2O)|@M121.1059T0.76|-13C
M150T1.5_L.Methionine.Methionine..	c18hypersil	L-Methionine;Methionine|D-Penicillamine	CHEBI:16643|CHEBI:50868	2	a,b	C00073|C07418	Amino acid metabolism|Miscellaneous	Cysteine and Methionine|Miscellaneous	Methionine|Miscellaneous	HMDB00696|HMDB14997	CID6137|CID5852	C5H11NO2S	149.0511	FFEARJCKVFRZRR-BYPYZUCNSA-N|VVNCNSJFMMFHPL-VKHMYHEASA-N	InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1|InChI=1S/C5H11NO2S/c1-5(2,9)3(6)4(7)8/h3,9H,6H2,1-2H3,(H,7,8)/t3-/m0/s1	M150T1.5	150.0590276	61.29911419	[97][M]+		3	11	@M104.0535T1.02|+(HCOOH)|+(H2O-CO)|@M133.0325T1.02|+(NH3)|+NH3|@M151.0623T1.02|-13C|@M152.0551T1.03|-34S|-41K|-37Cl
M192T4_N.Acetyl.L.methionine.N..	c18hypersil	N-Acetyl-L-methionine|N-Acetyl-D-penicillamine;N-Acetylpenicillamine	CHEBI:165927	2	a,b	C02712	Amino acid metabolism	Cysteine and Methionine	Others	HMDB11745	CID448580|CID65532	C7H13NO3S	191.0616	XUYPXLNMDZIRQH-LURJTMIESA-N|MNNBCKASUFBXCO-YFKPBYRVSA-N	InChI=1S/C7H13NO3S/c1-5(9)8-6(7(10)11)3-4-12-2/h6H,3-4H2,1-2H3,(H,8,9)(H,10,11)/t6-/m0/s1|InChI=1S/C7H13NO3S/c1-4(9)8-5(6(10)11)7(2,3)12/h5,12H,1-3H3,(H,8,9)(H,10,11)/t5-/m0/s1	M192T4	192.0701282	250.5409025	[174][M]+		1738	12	@M104.0536T4.17|+(C3H4O3)|@M174.0594T4.17|+(H2O)|@M193.0735T4.18|-13C|@M194.0659T4.17|-34S|-41K|-37Cl|@M214.0522T4.18|-Na
M104T1.5_L...Aminobutyric.acid.L.	c18hypersil	L-α-Aminobutyric acid;L-2-Aminobutyric acid|DL-3-Aminoisobutyric acid;3-Aminoisobutyric acid|2-Aminoisobutyric acid;2-Methylalanine|N,N-Dimethylglycine|γ-aminobutyric acid;GABA;Gamma-Aminobutyric Acid	CHEBI:35619|CHEBI:27389|CHEBI:27971|CHEBI:17724|CHEBI:16865	2	a,b	C02356|C05145|C03665|C01026|C00334	Amino acid metabolism|Carbohydrate metabolism	Aginine and Proline metabolism|Alanine, Aspartate and Glutamate|Cysteine and Methionine|Glycine, Serine and Threonine|Butanoate metabolism	Pustrescine|Glutamate|Cysteine|Glycine|L-Glutamate	HMDB00452|HMDB03911|HMDB01906|HMDB00092|HMDB00112	CID80283|CID64956|CID6119|CID673|CID119	C4H9NO2	103.0633	QWCKQJZIFLGMSD-VKHMYHEASA-N|QCHPKSFMDHPSNR-UHFFFAOYSA-N|FUOOLUPWFVMBKG-UHFFFAOYSA-N|FFDGPVCHZBVARC-UHFFFAOYSA-N|BTCSSZJGUNDROE-UHFFFAOYSA-N	InChI=1S/C4H9NO2/c1-2-3(5)4(6)7/h3H,2,5H2,1H3,(H,6,7)/t3-/m0/s1|InChI=1S/C4H9NO2/c1-3(2-5)4(6)7/h3H,2,5H2,1H3,(H,6,7)|InChI=1S/C4H9NO2/c1-4(2,5)3(6)7/h5H2,1-2H3,(H,6,7)|InChI=1S/C4H9NO2/c1-5(2)3-4(6)7/h3H2,1-2H3,(H,6,7)|InChI=1S/C4H9NO2/c5-3-1-2-4(6)7/h1-3,5H2,(H,6,7)	M104T1.5	104.0712788	48.23708187	[25][M]+	[M+H-CO2]+ 147.057	4	13	@M105.0746T0.8|-13C
M104.1076T0.78	c18hypersil															M104T1.7	104.1076343	46.63198182	[26][M]+		4	14	@M105.1109T0.78|-13C|@M106.1118T0.77|-18O|-13C2
M180T5.1_Hippuric.acid.N.benzoylg.	c18hypersil	Hippuric acid;N-benzoylglycine	CHEBI:18089	2	a,b	C01586	Amino acid metabolism	Phenylalanine metabolism	Other	HMDB00714	CID464	C9H9NO3	179.05824	QIAFMBKCNZACKA-UHFFFAOYSA-N	InChI=1S/C9H9NO3/c11-8(12)6-10-9(13)7-4-2-1-3-5-7/h1-5H,6H2,(H,10,13)(H,11,12)	M180T5.1	180.0667088	291.3460734	[150][M]+		33	15	@M105.0343T4.85|+(C2H5NO2)|@M181.07T4.85|-13C|@M202.0487T4.85|-Na
M129.0555T3.36	c18hypersil															M129T3	129.0554648	201.3361317	[61][M]+	[M+H-H20]+ 146.059	100	16	@M111.0449T3.35|+(H2O)|@M130.0588T3.36|-13C|@M147T3_Adipic.acid|-(H2O)
M148.0693T3.35	c18hypersil															M148T3.1	148.0693373	201.2672548	[91][M+1]+		100	16	@M147T3_Adipic.acid|+13C
M244T1.2_Cytidine	c18hypersil	Cytidine	CHEBI:17562	2	a,b	C00475	Nucleotide metabolism	Pyrimidine metabolism	Cytidine	HMDB00089	CID6175	C9H13N3O5	243.08552	UHDGCWIWMRVCDJ-XVFCMESISA-N	InChI=1S/C9H13N3O5/c10-5-1-2-12(9(16)11-5)8-7(15)6(14)4(3-13)17-8/h1-2,4,6-8,13-15H,3H2,(H2,10,11,16)/t4-,6-,7-,8-/m1/s1	M244T1.2	244.0938809	49.17334831			4	17	@M112T1.3_Cytosine|+(C5H8O4)|@M245.0973T0.83|-13C
M112.1127T0.62	c18hypersil															M112T1.5	112.1127267	37.22722672	[35][M]+		10	18	@M113.1161T0.62|-13C|@M129.1393T0.62|-(NH3)|-NH3
M114.0385T1.06	c18hypersil															M114T1	114.038546	63.87063736	[36][M+1]+		39	19	@M113T1.1_Uracil|+13C|@M246.0812T1.07|-(C5H8O4)
M245T1.4_Uridine..Pseudouridine	c18hypersil	Uridine|β-Pseudouridine	CHEBI:16704|CHEBI:17802	2	a,b	C00299	Nucleotide metabolism	Pyrimidine metabolism	Others|Uridine	HMD00296|HMDB00767	CID6029|CID994335	C9H12N2O6	244.0695	DRTQHJPVMGBUCF-XVFCMESISA-N|PTJWIQPHWPFNBW-UHFFFAOYSA-N	InChI=1S/C9H12N2O6/c12-3-4-6(14)7(15)8(17-4)11-2-1-5(13)10-9(11)16/h1-2,4,6-8,12,14-15H,3H2,(H,10,13,16)/t4-,6-,7-,8-/m1/s1|InChI=1S/C9H12N2O6/c12-2-4-5(13)6(14)7(17-4)3-1-10-9(16)11-8(3)15/h1,4-7,12-14H,2H2,(H2,10,11,15,16)	M245T1.4	245.0779206	63.96574049	[316][M]+	[M+H-CH3]+ 259.102	39	19	@M113T1.1_Uracil|+(C5H8O4)|@M246.0812T1.07|-13C|@M247.0816T1.06|-18O|-13C2
M160.1343T5.14	c18hypersil															M160T5.2	160.1343082	308.6068512		[M+K+HCOOH]+ 75.1655 [M+Na+HCOOH]+ 91.1395 [M+H+HCOOH]+ 113.121	2640	20	@M114.1286T5.14|+(HCOOH)|+(H2O-CO)|@M161.1376T5.14|-13C
M133T1.10_Ornithine.L.Ornithine	c18hypersil	Ornithine;L-Ornithine	CHEBI:15729	2	a,b	C00077	Amino acid metabolism|Metabolism of other amino acids	Aginine and Proline metabolism|Aginine biosynthesis|Glutathione metabolism	L-Proline|Urea cylcle|Spermidine	HMDB00214	CID6262	C5H12N2O2	132.08988	AHLPHDHHMVZTML-BYPYZUCNSA-N	InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)/t4-/m0/s1	M133T1.10	133.0979441	41.85281195	[72][M]+		34	21	@M115.0873T0.7|+(H2O)|@M134.1012T0.7|-13C|@M171.0538T0.74|-K|@M193.0359T0.72|-Na-K
M155.0798T0.73	c18hypersil															M155T1.4	155.0798038	43.67796794		[M+H]+ 154.073 [M+H-CH2]+ 168.09	4	21	@M177T1.6_Allantoic.acid|-Na|@M193.0359T0.72|-K
M172.0572T0.74	c18hypersil															M172T1.1	172.0572401	44.35657442	[131][M+1]+		4	21	@M134.1012T0.7|+K|@M171.0538T0.74|+13C
M177T1.6_Allantoic.acid	c18hypersil	Allantoic acid	CHEBI:30837	2	a,b	C00499	Nucleotide metabolism	Purine metabolism	Allantoin	HMDB01209	CID203	C4H8N4O4	176.05455	NUCLJNSWZCHRKL-UHFFFAOYSA-N	InChI=1S/C4H8N4O4/c5-3(11)7-1(2(9)10)8-4(6)12/h1H,(H,9,10)(H3,5,7,11)(H3,6,8,12)	M177T1.6	177.0618495	43.33652133		[M+Na]+ 154.073	4	21	@M155.0798T0.73|+Na|@M261.0236T0.72|-(HCOOK)
M261.0236T0.72	c18hypersil															M261T1.1	261.0235689	43.49350358		[M+K+NaCOOH]+ 154.073	4	21	@M177T1.6_Allantoic.acid|+(HCOOK)|@M193.0359T0.72|+(HCOONa)|@M344.9854T0.72|-(HCOOK)
M344.9854T0.72	c18hypersil															M345T1.2	344.9853889	43.45185864	[615][M]+		4	21	@M193.0359T0.72|+(HCOOK)+(HCOONa)|@M261.0236T0.72|+(HCOOK)
M116T1.3_L.Proline.Proline	c18hypersil	L-Proline;Proline	CHEBI:17203	2	a,b	C00148	Amino acid metabolism	Aginine and Proline metabolism	L-Proline	HMDB00162	CID145742	C5H9NO2	115.06333	ONIBWKKTOPOVIA-BYPYZUCNSA-N	InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1	M116T1.3	116.0714006	49.40918105			4	22	@M117.0747T0.82|-13C
M118T1.5_Isopentyl.nitrite.Isoamy.	c18hypersil	Isopentyl nitrite;Isoamyl nitrite|5-Aminopentanoic acid;5-Aminovaleric acid|L-Valine;Valine|Betaine;Glycine betaine	CHEBI:2691|CHEBI:15887|CHEBI:16414|CHEBI:17750	2	a,b	C07457|C00431|C00183|C00719	Amino acid metabolism	Aginine and Proline metabolism|Glycine, Serine and Threonine|Lysine degradation|Valine, Leucine and Isoleucine biosynthesis|Valine, Leucine and Isoleucine degradation	D-Proline|Glycine|Others|Valine	HMDB01382|HMDB03355|HMDB00883|HMDB00043	CID8053|CID138|CID6287|CID247	C5H11NO2	117.079	OWFXIOWLTKNBAP-UHFFFAOYSA-N|JJMDCOVWQOJGCB-UHFFFAOYSA-N|KZSNJWFQEVHDMF-BYPYZUCNSA-N|KWIUHFFTVRNATP-UHFFFAOYSA-N	InChI=1S/C5H11NO2/c1-5(2)3-4-8-6-7/h5H,3-4H2,1-2H3|InChI=1S/C5H11NO2/c6-4-2-1-3-5(7)8/h1-4,6H2,(H,7,8)|InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)/t4-/m0/s1|InChI=1S/C5H11NO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3	M118T1.5	118.0869681	52.18401056	[44][M]+		4	23	@M119.0902T0.87|-13C|@M120.0911T0.87|-18O|-13C2
M137.0796T1.11	c18hypersil															M137T1.3	137.0796202	66.83412042	[77][M+1]+		7	24	@M136.0762T1.11|+13C|@M183.0852T1.11|-(HCOOH)|-(H2O-CO)
M166.0586T1.11	c18hypersil															M166T1.3	166.0586479	66.69795532	[123][M+1]+		7	24	@M165.0553T1.11|+13C|@M183.0852T1.11|-(NH3)|-NH3
M182T1.4_L.Tyrosine.Tyrosine.o.Ty.	c18hypersil	L-Tyrosine;Tyrosine|o-Tyrosine	CHEBI:17895|CHEBI:278475	2	a,b	C00082	Amino acid metabolism	Phenylalanine metabolism|Phenylalanine, Tyrosine and Tryptophan biosynthesis|Tyrosine metabolism	Phenylalanine|Tyrosine	HMDB00158|HMDB06050	CID6057|CID91482	C9H11NO3	181.0739	OUYCCCASQSFEME-QMMMGPOBSA-N|WRFPVMFCRNYQNR-UHFFFAOYSA-N	InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1|InChI=1S/C9H11NO3/c10-7(9(12)13)5-6-3-1-2-4-8(6)11/h1-4,7,11H,5,10H2,(H,12,13)	M182T1.4	182.0819863	66.68080506	[155][M]+		7	24	@M119.0497T1.11|+(NH3)+(HCOOH)|@M136.0762T1.11|+(HCOOH)|+(H2O-CO)|@M147.0446T1.11|+(H2O)+(NH3)|@M165.0553T1.11|+(NH3)|+NH3|@M183.0852T1.11|-13C|@M184.086T1.11|-18O|-13C2
M267.0987T1.81	c18hypersil															M267T2	267.0986888	108.7588602	[374][M]+	[M+H]+ 266.094	63	25	@M120.0451T1.81|+(C5H7O3N)+(H2O)|@M268T2_Adenosine|-13C
M121.0487T5.42	c18hypersil															M121T5	121.0487062	325.3264143	[45][M+1]+		16	26	@M120.0454T5.42|+13C|@M139.0593T5.42|-(H2O)
M138T5_Salicylamide	c18hypersil	Salicylamide	CHEBI:32114	2	a,b					HMDB15687	CID5147	C7H7NO2	137.04768	SKZKKFZAGNVIMN-UHFFFAOYSA-N	InChI=1S/C7H7NO2/c8-7(10)5-3-1-2-4-6(5)9/h1-4,9H,(H2,8,10)	M138T5	138.0559934	325.4870063	[79][M]+		16	26	@M120.0454T5.42|+(H2O)|@M139.0593T5.42|-13C
M121.0845T1.88	c18hypersil															M121T2.3	121.0844972	113.0731858	[48][M+1]+		2	27	@M120.0811T1.89|+13C|@M167.0898T1.89|-(HCOOH)|-(H2O-CO)
M166T2.12_L.Phenylalanine.Phenylal.	c18hypersil	L-Phenylalanine;Phenylalanine	CHEBI:17295	2	a,b	C00079	Amino acid metabolism	Phenylalanine metabolism|Phenylalanine, Tyrosine and Tryptophan biosynthesis	Phenylalanine	HMDB00159	CID6140	C9H11NO2	165.07898	COLNVLDHVKWLRT-QMMMGPOBSA-N	InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1	M166T2.12	166.0866299	113.1928548	[124][M]+	[M+K+HCOOH]+ 81.1154	2	27	@M120.0811T1.89|+(HCOOH)|+(H2O-CO)|@M131.0495T1.89|+(H2O)+(NH3)|@M149.06T1.89|+(NH3)|+NH3|@M167.0898T1.89|-13C
M139.0509T1.35	c18hypersil															M139T1.4	139.0508786	81.21836396		[M+H-C5H8O4]+ 270.092	56	28	@M122.0244T1.36|+(NH3)|+NH3|@M140.0543T1.35|-13C
M140T1.2_6.Hydroxynicotinic.acid..	c18hypersil	6-Hydroxynicotinic acid|6-Hydroxypicolinic acid;6-Hydroxypyridine-2-carboxylic acid|3-Hydroxypicolinic acid|Picolinic acid N-oxide|Isonicotinic acid N-oxide|Nicotinic acid N-oxide|5-Hydroxynicotinic acid;5-Hydroxypyridine-3-carboxylic acid	CHEBI:16168|CHEBI:64342	2	a,b	C01020|C18620	Metabolism of cofactors and vitamins	Nicotinate and Nicotinamide metabolism	Others	HMDB02658|HMD13188	CID72924|CID242721|CID13401|CID69986|CID26130|CID16976|CID34037	C6H5NO3	139.0269	BLHCMGRVFXRYRN-UHFFFAOYSA-N|VRCWSYYXUCKEED-UHFFFAOYSA-N|BRARRAHGNDUELT-UHFFFAOYSA-N|FHYMLBVGNFVFBT-UHFFFAOYSA-N|QCWTWMJMLSKQCJ-UHFFFAOYSA-N|FJCFFCXMEXZEIM-UHFFFAOYSA-N|ATTDCVLRGFEHEO-UHFFFAOYSA-N	InChI=1S/C6H5NO3/c8-5-2-1-4(3-7-5)6(9)10/h1-3H,(H,7,8)(H,9,10)|InChI=1S/C6H5NO3/c8-5-3-1-2-4(7-5)6(9)10/h1-3H,(H,7,8)(H,9,10)|InChI=1S/C6H5NO3/c8-4-2-1-3-7-5(4)6(9)10/h1-3,8H,(H,9,10)|InChI=1S/C6H5NO3/c8-6(9)5-3-1-2-4-7(5)10/h1-4H,(H,8,9)|InChI=1S/C6H5NO3/c8-6(9)5-1-3-7(10)4-2-5/h1-4H,(H,8,9)|InChI=1S/C6H5NO3/c8-6(9)5-2-1-3-7(10)4-5/h1-4H,(H,8,9)|InChI=1S/C6H5NO3/c8-5-1-4(6(9)10)2-7-3-5/h1-3,8H,(H,9,10)	M140T1.2	140.0349606	81.76727235		[M+H-CH2]+ 153.044	56	28	@M122.0244T1.36|+(H2O)
M138.0901T0.67	c18hypersil															M138T1.1	138.0900522	40.47427343			1358	29	@M122.0588T0.68|+(CH4)
M122.9253T0.73	c18hypersil															M123T1.2	122.9252769	43.75982479		[M+H-C4H8]+ 177.991	4	30	@M124.9234T0.73|-34S|-41K|-37Cl
M123T1.4_Nicotinamide.Niacinamide.	c18hypersil	Nicotinamide;Niacinamide;Vitamin PP;Vitamin B3	CHEBI:17154	2	a,b	C00153	Metabolism of cofactors and vitamins	Nicotinate and Nicotinamide metabolism	NAD+	HMDB01406	CID936	C6H6N2O	122.04801	DFPAKSUCGFBDDF-UHFFFAOYSA-N	InChI=1S/C6H6N2O/c7-6(9)5-2-1-3-8-4-5/h1-4H,(H2,7,9)	M123T1.4	123.0560035	59.50097732		[M+2H]2+ 244.102	3	31	@M124.0593T0.99|-13C|@M125.0602T0.99|-18O|-13C2
M125.987T0.66	c18hypersil															M126T1.16	125.9869661	39.51396738	[56][M]+	[M+K]+ 87.0249	10	32	@M143.9975T0.66|-(H2O)|@M167.0136T0.66|-(CH3CN)|-(C2H3N)|@M168.0168T0.66|-(C2H4N.)|@M213.019T0.66|-(C3H5NO2)
M240.0298T0.7	c18hypersil															M240T1.1	240.029834	42.10253627		[M+K]+ 201.065	34	32	@M167.0136T0.66|+(HCOOH)+(HCN)|+(C2H3NO2)|@M213.019T0.66|+(HCN)
M130.16T4.42	c18hypersil															M130T4.1	130.1600253	265.1756344	[67][M]+		1717	33	@M131.1633T4.42|-13C
